hash,timestamp,anchor_freq
0c6bda719041a7787c0069de01890bbd9af6f51b,0.023219954648526,581
a1096ff066153882fa9f23458077ede1600643c3,0.023219954648526,624
ec650286bc3a84bf82b5a4e770f315fb74742daa,0.023219954648526,581
c319eb66c74b2594a27f3997c93eadfb718c1ce0,0.0464399092970521,732
c2e88a211bae7724ceaee9ddfebab775abfe32f1,0.0464399092970521,710
57a780ca13f7e70b540e4a08f87f3d62df500e55,0.0580498866213151,710
068a9f52a81dc48f1a276eea2357aa2ab202e803,0.0696598639455782,689
b7f00dba6e8f428f2c336deebdba568cc254bf08,0.0696598639455782,689
068a9f52a81dc48f1a276eea2357aa2ab202e803,0.0812698412698412,689
9adef7135ac84092769651817041df537b415b46,0.0812698412698412,1055
63120dc5472d181d0cc95bd97339fe1de9628794,0.0928798185941043,710
950cf7e038d87451b35230e34fac52affb4961f4,0.0928798185941043,1055
09da750aa5d940368e272633b8fb401e5ed84d41,0.1044897959183673,710
c6f797aeb2bf0076356f8c59255f81ff592fb5c5,0.1044897959183673,1055
d4aacd194174ac5af7ac6bfccd739b1ade78bd2c,0.1160997732426303,710
190e73d5dce8e4f96f2ea8e617d9d35b08a3dbc8,0.1277097505668934,689
842749260009db675d7ecd89352dce643b977623,0.1277097505668934,1055
4b078df63e65f03332dfbf86a052be686bff474d,0.1393197278911564,710
09eb68c9c6843e4549cddbfb27cdff75f4b33407,0.1393197278911564,1055
14f65203e66588e5fe1ca9e8db28db4784a48fbc,0.1509297052154195,710
c6f797aeb2bf0076356f8c59255f81ff592fb5c5,0.1509297052154195,1055
d12ab9c91de73d2efa51ae56054070b808796a1c,0.1625396825396825,710
3051546b95b6b91405021925134ae9ce53f82690,0.1625396825396825,1055
dcb8f27a7006f4dc5df1d7c9963c9e1c34549537,0.1741496598639455,689
89cdbffa2e8ec855bf89bf50ec4fb73f71649273,0.1857596371882086,689
fd65c9b52b0e42515f8175592fd8839a853ae155,0.1857596371882086,1055
9be62c2e47d09ab77d2cecbf077b859dc06ac9f0,0.1973696145124716,710
dc61d6d4764c7dfa3991bd114c2cf3402d7c6bf3,0.2089795918367347,710
